,Period Code,Cycle ID,B_2,B_3,B_10,B_15,B_16,B_17,B_18,B_19,B_21,B_24,B_25,timestamp,Good/Bad
1415,10,4,0.001,0.0004,21.61,47.11,522.51,2388.03,8136.62,8.3928,391.0,38.83,23.3314,03/07/2020 15:45,0
1416,10,5,-0.002,-0.0003,21.6,47.2,522.29,2388.01,8138.95,8.3879,392.0,39.06,23.4651,03/07/2020 15:50,0
1417,10,6,0.0032,0.0004,21.61,47.03,522.36,2388.02,8142.12,8.383,390.0,39.08,23.3655,03/07/2020 15:55,0
1418,10,7,-0.0017,0.0002,21.61,47.22,522.87,2388.03,8139.16,8.3977,391.0,38.99,23.4053,03/07/2020 16:00,0
1419,10,8,0.0011,-0.0003,21.61,47.24,522.29,2388.0,8136.8,8.3813,391.0,39.18,23.4135,03/07/2020 16:05,0
1420,10,9,0.0019,0.0003,21.61,47.403175675675676,522.29,2387.97,8136.08,8.3836,392.0,38.98,23.4868,03/07/2020 16:10,0
1421,10,10,-0.0025,-0.0001,21.61,47.12,522.25,2388.0,8138.6,8.3644,392.0,38.93,23.3787,03/07/2020 16:15,0
1422,10,11,0.0002,0.0005,21.61,47.16,522.62,2387.97,8135.34,8.3862,391.0,38.86,23.4401,03/07/2020 16:20,0
1423,10,13,0.0022,0.0,21.6,47.18,522.03,2387.99,8146.776041666667,8.3773,391.0,38.89,23.3528,03/07/2020 16:30,0
1424,10,14,0.0013,0.0005,21.61,47.09,522.28,2388.02,8138.34,8.3997,393.0,39.12,23.3564,03/07/2020 16:35,0
1425,10,16,0.0027,-0.0003,21.6,47.06,522.35,2388.02,8138.18,8.3577,392.5586206896552,39.0,23.4001,03/07/2020 16:45,0
1426,10,17,-0.0014,0.0003,21.61,47.03,522.61,2388.03,8141.13,8.4136,392.0,39.05,23.403,03/07/2020 16:50,0
1427,10,19,0.001,0.0002,21.6,47.11,522.27,2388.01,8139.5,8.3858,391.0,39.14,23.4496,03/07/2020 17:00,0
1428,10,22,0.001,-0.0001,21.61,47.14,522.04,2388.01,8137.55,8.3823,393.0,39.07,23.5493,03/07/2020 17:15,0
1429,10,23,-0.0035,0.0003,21.61,47.18,522.35,2387.98,8137.34,8.4085,392.0,38.87,23.4251,03/07/2020 17:20,0
1430,10,25,-0.0036,0.0003,21.61,47.13,522.04,2387.96,8137.99,8.4141,391.0,39.05,23.4275,03/07/2020 17:30,0
1431,10,28,-9.52054794520548e-05,0.0001,21.61,47.13,522.41,2387.99,8133.56,8.3943,391.0,39.43,23.4076,03/07/2020 17:45,0
1432,10,31,0.0024,0.0003,21.61,47.07,522.6,2387.98,8141.18,8.4126,391.0,38.94,23.53,03/07/2020 18:00,0
1433,10,35,-9.52054794520548e-05,0.0001,21.6,47.01,522.79,2388.03,8140.4,8.404,392.0,38.89,23.4587,03/07/2020 18:20,0
1434,10,36,-0.0021,0.0001,21.61,47.12,521.94,2388.01,8139.7,8.423485416666667,392.0,38.99,23.4019,03/07/2020 18:25,0
1435,10,37,0.0026,0.0002,21.61,47.19,522.0,2387.99,8138.71,8.3769,392.0,39.08,23.4904,03/07/2020 18:30,0
1436,10,38,-0.0003,0.0004,21.61,47.29,522.7,2388.02,8141.1,8.4265,390.0,39.13,23.3119,03/07/2020 18:35,0
1437,10,41,-0.0044,0.0003,21.61,47.2,522.13,2388.04,8137.48,8.3954,392.0,39.02,23.4643,03/07/2020 18:50,0
1438,10,42,0.0001,0.0002,21.61,47.11,522.59,2387.99,8138.49,8.4149,392.0,39.09,23.4383,03/07/2020 18:55,0
1439,10,43,0.002,0.0,21.6,47.1,522.41,2388.0,8140.62,8.3808,390.0,39.08,23.4559,03/07/2020 19:00,0
1440,10,44,-0.0003,0.0003,21.61,47.16,522.19,2388.02,8129.38,8.4043,391.0,39.08,23.4762,03/07/2020 19:05,0
1441,10,46,-0.0035,-0.0002,21.61,47.15,522.55,2388.0,8138.17,8.4128,393.0,38.9,23.4497,03/07/2020 19:15,0
1442,10,48,0.0016,-0.0003,21.61,47.05,522.61,2387.99,8137.98,8.3727,391.0,39.04,23.3365,03/07/2020 19:25,0
1443,10,49,0.0035,0.0,21.6,47.22,522.46,2387.98,8134.84,8.4097,392.0,38.99,23.4203,03/07/2020 19:30,0
1444,10,50,0.001,0.0005,21.61,46.96,521.95,2388.04,8140.56,8.4012,392.0,39.08,23.284,03/07/2020 19:35,0
1445,10,51,0.0009,0.0004,21.61,47.21,521.94,2387.99,8131.68,8.3834,392.0,38.95,23.4952,03/07/2020 19:40,0
1446,10,52,0.0004,-0.0002,21.61,47.19,522.62,2388.04,8141.23,8.4213,392.0,38.97,23.3672,03/07/2020 19:45,0
1447,10,53,-0.002,0.0,21.61,47.37,521.88,2388.01,8140.24,8.4318,391.0,39.04,23.4324,03/07/2020 19:50,0
1448,10,54,0.0014,0.0004,21.61,47.08,522.11,2388.04,8142.09,8.4085,393.0,39.02,23.5017,03/07/2020 19:55,0
1449,10,55,-0.0007,0.0003,21.61,47.19,522.52,2388.058811188811,8137.62,8.4008,390.0,39.15,23.411,03/07/2020 20:00,0
1450,10,56,-0.0013,0.0003,21.61,47.34,522.74,2388.02,8140.16,8.3742,391.0,39.01,23.335410204081633,03/07/2020 20:05,0
1451,10,57,-0.0006,0.0004,21.61,47.37,522.27,2387.97,8134.75,8.3279,391.0,38.99,23.5059,03/07/2020 20:10,0
1452,10,58,-0.0009,-0.0001,21.61,47.11,521.66,2388.05,8136.08,8.4264,392.5586206896552,39.06,23.4623,03/07/2020 20:15,0
1453,10,59,0.0005,0.0002,21.6,47.16,522.12,2388.04,8136.87,8.4061,392.0,38.96,23.3828,03/07/2020 20:20,0
1454,10,60,-0.0003,0.0004,21.61,47.16,521.63,2387.94,8139.41,8.3983,391.0,39.11,23.3808,03/07/2020 20:25,0
1455,10,64,-0.0012,0.0004,21.61,47.14,522.32,2387.99,8137.64,8.3747,389.0,39.0,23.3957,03/07/2020 20:45,0
1456,10,65,-0.0004,-0.0003,21.61,47.22,522.2,2388.09,8140.0,8.4073,390.0,39.11,23.4998,03/07/2020 20:50,0
1457,10,66,0.0009,0.0002,21.61,47.35,522.43,2388.01,8135.72,8.3896,391.0,39.08,23.2852,03/07/2020 20:56,0
1458,10,67,-0.002,0.0002,21.6,47.15,522.4,2388.03,8135.54,8.3763,390.0,39.15,23.3072,03/07/2020 21:00,0
1459,10,70,0.0005,0.0004,21.61,47.36,522.16,2388.08,8133.15,8.4323,391.0,38.95,23.4108,03/07/2020 21:15,0
1460,10,71,0.0033,0.0005,21.61,47.32,522.16,2388.05,8138.88,8.3968,392.0,38.95,23.4043,03/07/2020 21:20,0
1461,10,72,-0.0035,0.0005,21.61,47.28,522.41,2388.02,8137.76,8.4125,391.0,39.03,23.4884,03/07/2020 21:25,0
1462,10,75,-0.0034,0.0005,21.6,47.4,522.1,2388.058811188811,8136.24,8.3964,391.0,39.04,23.4063,03/07/2020 21:40,0
1463,10,76,-0.0016,-0.0004,21.61,47.22,522.23,2388.02,8146.776041666667,8.3948,392.0,38.92,23.3491,03/07/2020 21:45,0
1464,10,78,-0.001,0.0001,21.61,47.08,522.11,2388.0,8138.71,8.3686,393.0,38.96,23.3141,03/07/2020 21:55,0
1465,10,79,-0.0022,-0.0002,21.61,47.15,521.741224489796,2388.09,8138.19,8.3921,393.0,39.06,23.402,03/07/2020 22:00,0
1466,10,82,-0.0012,-0.0003,21.61,47.37,522.23,2388.09,8141.69,8.3831,393.0,38.91,23.4507,03/07/2020 22:15,0
1467,10,83,0.0049,0.0,21.61,47.25,521.43,2388.01,8139.19,8.405,393.0,39.13,23.3634,03/07/2020 22:20,0
1468,10,84,0.0062,-0.0001,21.61,47.2,522.24,2388.13,8139.26,8.423485416666667,391.0,39.02,23.4405,03/07/2020 22:25,0
1469,10,87,0.0002,-0.0002,21.61,47.34,521.97,2388.06,8139.46,8.3795,393.0,39.08,23.4142,03/07/2020 22:40,0
1470,10,88,-0.003,0.0001,21.61,47.41,521.89,2388.11,8144.07,8.4272,391.0,39.1,23.438,03/07/2020 22:45,0
1471,10,89,0.0001,0.0005,21.61,47.38,522.2,2388.04,8135.79,8.4068,391.0,38.97,23.3878,03/07/2020 22:50,0
1472,10,90,-0.0011,-0.0003,21.6,47.18,522.03,2388.0,8140.64,8.3906,390.0,39.15,23.3961,03/07/2020 22:55,0
1473,10,91,0.0005,-0.0001,21.61,47.34,521.86,2387.99,8137.61,8.3872,391.0,38.87,23.482,03/07/2020 23:00,0
1474,10,92,0.0041,0.0,21.61,47.11,522.0,2388.04,8144.71,8.4008,390.0,38.97,23.3861,03/07/2020 23:05,0
1475,10,93,-0.0028,0.0005,21.61,47.28,521.96,2388.03,8141.26,8.4436,391.0,38.87,23.3703,03/07/2020 23:10,0
1476,10,94,0.003,-0.0003,21.61,47.38,522.49,2387.99,8139.96,8.4245,391.0,39.16,23.3878,03/07/2020 23:15,0
1477,10,95,0.0016,0.0,21.61,47.33,522.26,2388.0,8140.33,8.401,391.0,39.02,23.3446,03/07/2020 23:20,0
1478,10,96,0.0004,0.0003,21.61,47.23,522.21,2388.05,8145.95,8.4467,393.0,39.12,23.4229,03/07/2020 23:25,0
1479,10,97,0.0013,0.0003,21.61,47.31,522.13,2388.08,8138.83,8.3906,391.0,38.97,23.3372,03/07/2020 23:30,0
1480,10,98,0.0028,0.0003,21.61,47.35,522.03,2388.08,8143.37,8.43,392.0,39.03,23.3509,03/07/2020 23:35,0
1481,10,99,0.0006,-0.0004,21.61,47.2,522.05,2388.06,8138.19,8.3935,390.0,38.99,23.4015,03/07/2020 23:40,0
1482,10,102,0.001,-0.0001,21.61,47.27,522.74,2388.07,8136.78,8.4215,391.0,39.13,23.3827,03/07/2020 23:55,0
1483,10,103,0.0024,0.0005,21.61,47.3,522.45,2387.99,8146.776041666667,8.3673,393.0,39.24,23.3669,03/08/2020 00:00,0
1484,10,104,-0.0011,-0.0003,21.61,47.33,521.71,2388.1,8138.77,8.399,391.0,38.8997972972973,23.3468,03/08/2020 00:05,0
1485,10,107,0.0036,0.0001,21.61,47.34,522.07,2388.05,8145.98,8.3942,393.0,38.86,23.4195,03/08/2020 00:20,0
1486,10,108,-0.0014,-0.0004,21.61,47.21,521.88,2388.04,8143.89,8.4003,392.0,38.9,23.3515,03/08/2020 00:25,0
1487,10,110,0.001,3.197278911564626e-05,21.61,47.28,522.01,2388.05,8145.31,8.3784,392.0,38.77,23.2628,03/08/2020 00:35,0
1488,10,111,-0.0064,-0.0001,21.61,47.32,521.85,2388.02,8135.61,8.4018,393.0,38.85,23.3332,03/08/2020 00:40,0
1489,10,113,-0.0009,0.0004,21.61,47.12,522.21,2388.02,8137.17,8.4206,392.0,38.94,23.4222,03/08/2020 00:50,0
1490,10,114,-0.0017,-0.0002,21.61,47.5,521.97,2388.05,8135.85,8.3965,390.0,39.12,23.4305,03/08/2020 00:55,0
1491,10,115,-0.0029,-0.0001,21.61,47.36,521.741224489796,2388.058811188811,8141.92,8.4124,393.0,39.02,23.3331,03/08/2020 01:00,0
1492,10,116,-0.0045,-0.0004,21.61,47.29,522.37,2388.06,8142.28,8.4065,392.0,39.01,23.4308,03/08/2020 01:05,0
1493,10,118,0.0028,-0.0003,21.61,47.26,521.83,2388.04,8149.58,8.4064,394.0,38.95,23.335410204081633,03/08/2020 01:15,0
1494,10,119,0.0006,-0.0001,21.61,47.25,522.14,2388.05,8142.47,8.423485416666667,392.5586206896552,39.05,23.405,03/08/2020 01:20,0
1495,10,120,-0.0013,-0.0002,21.61,47.33,522.05,2388.07,8141.44,8.4094,392.0,38.78,23.3621,03/08/2020 01:25,0
1496,10,121,-0.0018,-0.0003,21.61,47.23,522.2,2388.05,8144.87,8.3756,393.0,39.07,23.3001,03/08/2020 01:30,0
1497,10,123,-0.002,-0.0003,21.61,47.22,522.01,2388.06,8139.16,8.4217,392.0,38.97,23.349,03/08/2020 01:40,0
1498,10,124,0.002,-0.0004,21.61,47.35,521.85,2388.07,8148.12,8.3927,394.0,39.03,23.4573,03/08/2020 01:45,0
1499,10,127,-0.0015,0.0002,21.61,47.28,521.77,2388.04,8136.77,8.4408,391.0,38.86,23.4063,03/08/2020 02:00,0
1500,10,128,-0.0022,0.0003,21.61,47.32,522.52,2388.06,8143.38,8.4381,393.0,38.83,23.278,03/08/2020 02:06,0
1501,10,129,-0.001,0.0,21.61,47.53,522.08,2388.03,8144.17,8.447,394.0,38.77,23.42,03/08/2020 02:10,0
1502,10,130,0.0033,-0.0003,21.61,47.36,521.67,2388.09,8140.19,8.4216,393.0,38.98,23.2849,03/08/2020 02:15,0
1503,10,135,0.0017,-0.0004,21.61,47.25,521.72,2388.04,8146.88,8.4204,392.0,38.94,23.4018,03/08/2020 02:40,0
1504,10,136,0.0017,-0.0001,21.61,47.37,521.64,2388.02,8145.76,8.4042,392.0,38.83,23.2836,03/08/2020 02:45,0
1505,10,138,-0.0005,0.0003,21.61,47.39,522.14,2388.06,8142.06,8.4093,393.0,38.97,23.2848,03/08/2020 02:55,0
1506,10,139,-0.0039,0.0002,21.61,47.23,521.7,2388.08,8147.25,8.4271,393.0,39.03,23.365,03/08/2020 03:00,0
1507,10,140,0.0012,0.0004,21.61,47.5,522.31,2388.058811188811,8140.3,8.4322,392.0,38.83,23.2991,03/08/2020 03:05,0
1508,10,141,-0.0026,-0.0003,21.61,47.36,521.84,2388.1,8153.43,8.4452,393.0,38.93,23.2287,03/08/2020 03:10,0
1509,10,144,-0.0021,-0.0002,21.61,47.24,521.68,2388.07,8142.36,8.4367,393.0,38.9,23.3516,03/08/2020 03:25,0
1510,10,145,0.0013,0.0005,21.61,47.25,521.86,2388.08,8146.776041666667,8.4073,394.0,38.86,23.3025,03/08/2020 03:30,0
1511,10,146,0.0033,0.0003,21.61,47.48,521.82,2388.07,8146.776041666667,8.4293,393.0,39.0,23.2802,03/08/2020 03:35,0
1512,10,147,0.0021,0.0002,21.61,47.34,521.91,2388.1,8146.61,8.3949,393.0,38.87,23.272,03/08/2020 03:40,0
1513,10,148,0.0007,-0.0003,21.61,47.5,521.46,2388.07,8146.18,8.4193,394.0,39.01,23.2474,03/08/2020 03:45,0
1514,10,149,0.0018,-0.0004,21.61,47.4,521.75,2388.03,8151.69,8.4226,392.0,39.01,23.3276,03/08/2020 03:50,0
1515,10,154,-0.0026,0.0,21.61,47.52,521.92,2388.07,8146.31,8.413,391.0,38.94,23.2698,03/08/2020 04:15,0
1516,10,156,-0.0024,3.197278911564626e-05,21.61,47.42,521.56,2388.058811188811,8145.59,8.4413,392.0,38.73,23.317,03/08/2020 04:25,0
1517,10,157,0.0023,0.0003,21.61,47.46,521.88,2388.03,8151.43,8.469,394.0,38.95,23.359,03/08/2020 04:30,0
1518,10,158,-0.0018,0.0002,21.61,47.72,521.22,2388.09,8147.55,8.38,395.0,38.72,23.3428,03/08/2020 04:35,0
1519,10,159,-0.002,0.0001,21.61,47.58,521.42,2388.08,8146.04,8.4525,394.0,38.94,23.2766,03/08/2020 04:40,0
1520,10,160,0.003,-0.0004,21.61,47.64,521.65,2388.05,8152.16,8.4452,392.0,38.75,23.341,03/08/2020 04:45,0
1521,10,162,-0.0023,-0.0001,21.61,47.65,521.46,2388.11,8153.98,8.4198,394.0,38.89,23.3038,03/08/2020 04:55,0
1522,10,166,0.0033,0.0,21.61,47.52,521.37,2388.09,8148.32,8.4905,394.0,38.89,23.2987,03/08/2020 05:15,0
1523,10,167,-0.0005,-0.0004,21.61,47.69,521.16,2388.11,8150.1,8.449,392.0,38.82,23.1952,03/08/2020 05:20,0
1524,10,168,0.0011,0.0004,21.61,47.63,521.56,2388.02,8157.27,8.4502,392.0,38.83,23.2959,03/08/2020 05:25,0
1525,10,169,0.0018,-0.0001,21.61,47.54,521.03,2388.07,8149.56,8.4788,393.0,38.91,23.2665,03/08/2020 05:30,0
1526,10,170,0.0004,0.0002,21.61,47.68,521.41,2388.07,8145.26,8.4789,394.0,38.79,23.3488,03/08/2020 05:35,0
1527,10,172,0.0001,-0.0002,21.61,47.49,521.11,2388.11,8156.42,8.4514,393.0,38.8,23.2291,03/08/2020 05:45,0
1528,10,177,0.0019,-0.0002,21.61,47.5,521.37,2388.01,8152.49,8.423485416666667,395.0,38.78,23.1925,03/08/2020 06:10,0
1529,10,178,0.0018,-0.0003,21.61,47.63,520.9,2388.11,8161.47,8.4147,393.0,38.72,23.3584,03/08/2020 06:15,0
1530,10,179,-0.0018,0.0001,21.61,47.58,521.16,2388.06,8153.81,8.4452,393.0,38.74,23.2796,03/08/2020 06:20,0
1531,10,181,0.0027,0.0,21.61,47.67,520.66,2388.13,8148.1,8.4533,394.0,38.79,23.2998,03/08/2020 06:30,0
1532,10,182,-0.0046,-0.0004,21.61,47.6,521.46,2388.09,8154.96,8.4713,394.0,38.56,23.2454,03/08/2020 06:35,0
1533,10,183,-0.0027,-0.0004,21.61,47.7,521.23,2388.15,8159.47,8.4669,393.0,38.87,23.2024,03/08/2020 06:40,0
1534,10,184,-0.0022,-0.0002,21.61,47.64,520.96,2388.1,8152.04,8.4488,392.0,38.71,23.1587,03/08/2020 06:45,0
1535,10,185,0.0026,-0.0003,21.61,47.76,521.26,2388.14,8153.39,8.4546,395.0,38.82,23.1941,03/08/2020 06:50,0
1536,10,186,-0.0026,-0.0001,21.61,47.67,521.33,2388.11,8158.02,8.4693,394.0,38.66,23.2836,03/08/2020 06:55,0
1537,10,187,0.0004,-0.0004,21.61,47.66,520.92,2388.13,8159.82,8.4521,395.0,38.68,23.1507,03/08/2020 07:00,0
1538,10,188,0.0005,0.0001,21.61,47.76,520.76,2388.14,8155.74,8.4842,395.0,38.71,23.2227,03/08/2020 07:05,0
1539,10,190,0.0,-0.0003,21.61,47.66,520.36,2388.1,8160.62,8.4489,393.0,38.66,23.2405,03/08/2020 07:15,0
1540,10,191,-0.001,0.0,21.61,47.89,520.82,2388.06,8157.64,8.4584,395.0,38.78,23.2666,03/08/2020 07:20,0
1541,10,196,0.0002,-0.0002,21.61,47.88,520.1,2388.07,8167.99,8.4474,395.0,38.64,23.2171,03/08/2020 07:45,1
1542,10,198,-0.0028,0.0003,21.61,47.95,520.96,2388.16,8162.94,8.4608,395.0,38.65,23.1398,03/08/2020 07:55,1
1543,10,199,-0.0024,-0.0004,21.61,47.67,520.35,2388.058811188811,8164.78,8.454,394.0,38.53,23.1722,03/08/2020 08:00,1
1544,10,200,-0.0003,0.0001,21.61,47.91,520.68,2388.17,8166.02,8.4866,397.0,38.66,23.1687,03/08/2020 08:05,1
1545,10,203,0.0028,-0.0001,21.61,48.13,520.72,2388.17,8164.04,8.4695,394.0,38.65,23.2638,03/08/2020 08:20,1
1546,10,204,0.0007,-0.0003,21.61,47.86,520.35,2388.17,8160.5,8.5224,396.0,38.68,23.0884,03/08/2020 08:25,1
1547,10,206,0.0028,-0.0001,21.61,47.88,520.3,2388.21,8167.1,8.5098,394.0,38.7,23.1211,03/08/2020 08:35,1
1548,10,209,-0.0012,0.0,21.61,47.71,520.71,2388.12,8168.44,8.499,395.0,38.57,23.148,03/08/2020 08:50,1
1549,10,210,-9.52054794520548e-05,0.0001,21.61,47.89,520.18,2388.14,8175.98,8.502,392.5586206896552,38.45,23.0745,03/08/2020 08:55,1
1550,10,211,-0.0016,0.0002,21.61,48.06,520.81,2388.12,8172.44,8.453,395.0,38.42,23.2101,03/08/2020 09:00,1
1551,10,212,0.0017,-0.0001,21.61,47.85,520.66,2388.13,8172.54,8.5234,397.0,38.48,23.1374,03/08/2020 09:05,1
1552,10,213,-0.0012,-0.0002,21.61,48.1,520.09,2388.14,8170.7,8.4907,396.0,38.4,23.1233,03/08/2020 09:10,1
1553,10,214,-0.0021,-0.0002,21.61,47.89,519.95,2388.16,8179.78,8.4933,394.0,38.41,22.9937,03/08/2020 09:15,1
1554,10,215,-0.0037,0.0002,21.61,47.9,519.6,2388.16,8174.12,8.5234,395.0,38.68,23.0892,03/08/2020 09:20,1
1555,10,216,-0.0008,-0.0002,21.61,47.91,520.33,2388.18,8179.96,8.5054,397.0,38.59,23.1391,03/08/2020 09:25,1
1556,10,217,0.0016,-0.0001,21.61,48.03,520.15,2388.16,8172.08,8.526,395.0,38.42,23.1359,03/08/2020 09:30,1
1557,10,218,-0.0029,0.0004,21.61,48.09,520.23,2388.22,8173.14,8.4954,395.0,38.47,23.1209,03/08/2020 09:35,1
1558,10,219,-0.0018,0.0004,21.61,48.06,519.83,2388.23,8177.31,8.423485416666667,396.0,38.48,23.234,03/08/2020 09:40,1
1559,10,221,0.0005,-0.0001,21.61,48.08,519.22,2388.19,8183.38,8.5312,395.0,38.22,23.1596,03/08/2020 09:50,1
1560,10,222,0.0002,-0.0003,21.61,48.09,520.02,2388.16,8183.55,8.5159,398.0,38.51,23.1434,03/08/2020 09:55,1
1566,11,1,0.0005,-0.0003,21.61,47.13,522.29,2387.97,8135.27,8.3935,392.0,39.03,23.4919,03/08/2020 10:00,0
1567,11,2,0.0001,-0.0005,21.6,47.18,522.33,2388.04,8138.28,8.3643,391.0,39.12,23.4647,03/08/2020 10:05,0
1568,11,4,-0.0002,0.0002,21.609814814814815,47.26,521.69,2388.03,8133.88,8.3784,391.0,39.06,23.4017,03/08/2020 10:15,0
1569,11,5,-0.0008,0.0002,21.61,47.15,521.764,2388.0,8154.061204819277,8.4056,391.0,38.98,23.3377,03/08/2020 10:20,0
1570,11,6,0.0016,0.0002,21.61,47.11,522.6,2388.07,8140.17,8.396,392.0,38.99,23.326006748466256,03/08/2020 10:25,0
1571,11,8,-0.0015,-0.0003,21.61,47.02,522.67,2388.05,8140.49,8.4047,391.0,39.18,23.422,03/08/2020 10:35,0
1572,11,10,0.0016,-0.0003,21.61,47.21,521.98,2387.94,8135.35,8.3836,390.0,38.93,23.3689,03/08/2020 10:45,0
1573,11,12,0.0001,0.0003,21.61,47.14,521.77,2388.0,8141.64,8.4222,391.0,39.11,23.4267,03/08/2020 10:55,0
1574,11,14,0.0001,0.0001,21.6,47.22,522.44,2387.99,8134.63,8.3427,394.0,39.0,23.3445,03/08/2020 11:05,0
1575,11,17,-0.0003,-0.0003,21.61,47.26,522.45,2388.02,8133.82,8.4331,390.0,38.89,23.3643,03/08/2020 11:20,0
1576,11,18,0.0012,-0.0005,21.61,47.28,522.14,2388.0,8135.83,8.392,392.0,38.98,23.4803,03/08/2020 11:25,0
1577,11,19,0.0019,0.0001,21.61,47.17,522.76,2388.02,8140.49,8.3984,392.0,39.03,23.4238,03/08/2020 11:30,0
1578,11,22,0.0011,0.0001,21.61,47.28,522.71,2388.07,8141.33,8.3772,391.0,38.99,23.4564,03/08/2020 11:45,0
1579,11,23,0.0021,-0.0003,21.61,47.24,522.05,2387.96,8140.89,8.4163,392.0,38.7,23.3861,03/08/2020 11:51,0
1580,11,25,0.0014,-0.0004,21.61,47.3,522.64,2387.99,8137.69,8.391,394.0,38.73,23.272,03/08/2020 12:00,0
1581,11,26,-0.0026,-2.4539877300613493e-05,21.61,47.29,522.42,2388.01,8137.96,8.3937,391.0,38.84,23.2838,03/08/2020 12:05,0
1582,11,29,0.0009,-0.0001,21.61,47.24,522.47,2387.98,8140.71,8.3926,392.0,38.85,23.4664,03/08/2020 12:20,0
1583,11,30,0.0004,-0.0003,21.61,47.33,522.85,2388.03,8132.18,8.4034,390.0,38.89,23.5179,03/08/2020 12:25,0
1584,11,32,-0.0001,-0.0004,21.61,47.34,522.05,2388.06,8136.73,8.4134,393.0,38.96,23.326006748466256,03/08/2020 12:35,0
1585,11,33,-0.0032,0.0003,21.61,47.21,522.54,2388.05,8140.03,8.4162,390.0,38.89,23.326006748466256,03/08/2020 12:40,0
1586,11,36,0.0001,-0.0005,21.61,47.24,521.79,2388.02,8136.82,8.388,392.0,38.96,23.3295,03/08/2020 12:55,0
1587,11,37,-0.0006,0.0001,21.61,47.16,522.52,2388.07,8136.0,8.4105,392.0,38.96,23.3884,03/08/2020 13:00,0
1588,11,42,0.0026,0.0001,21.61,47.24,521.81,2388.03,8140.79,8.4085,392.0,38.96,23.3637,03/08/2020 13:25,0
1589,11,43,-0.0003,-0.0005,21.6,47.43688622754491,522.15,2388.05,8134.42,8.3586,392.0,39.02,23.4501,03/08/2020 13:30,0
1590,11,44,-0.0037,0.0,21.61,47.17,522.52,2388.03,8132.99,8.4236,391.0,39.09,23.4477,03/08/2020 13:35,0
1591,11,47,-0.0018,-0.0003,21.61,47.19,522.34,2388.03,8135.6,8.4126,393.0,38.95,23.3655,03/08/2020 13:50,0
1592,11,48,-0.0031,0.0,21.61,47.32,521.97,2388.01,8138.82,8.3858,393.0,39.12,23.426,03/08/2020 13:55,0
1593,11,49,-0.0016,-0.0002,21.61,47.27,522.86,2388.05,8135.44,8.4135,393.0,38.98,23.477,03/08/2020 14:00,0
1594,11,50,0.0022,-2.4539877300613493e-05,21.61,47.2,521.92,2388.04,8143.91,8.4526,390.0,39.09,23.4715,03/08/2020 14:05,0
1595,11,51,0.0014,-0.0004,21.61,47.25,521.764,2388.03,8139.98,8.422,390.0,39.0,23.3789,03/08/2020 14:10,0
1596,11,52,-0.0012,0.0004,21.61,47.17,522.66,2388.06,8142.49,8.3852,392.0,38.99,23.4803,03/08/2020 14:15,0
1597,11,53,0.0005,0.0002,21.61,47.2,522.59,2388.04,8140.34,8.4087,392.0,39.1,23.3581,03/08/2020 14:20,0
1598,11,54,-0.0006,-0.0005,21.61,47.23,522.0,2387.99,8142.01,8.4052,391.0,39.02,23.4614,03/08/2020 14:25,0
1599,11,56,-0.0049,-0.0005,21.61,47.27,521.92,2388.06,8134.67,8.3797,392.0,39.09,23.3369,03/08/2020 14:35,0
1600,11,58,0.0029,-0.0002,21.61,47.36,522.19,2388.03,8139.04,8.3997,391.0,39.09,23.301,03/08/2020 14:45,0
1601,11,60,-0.0029,0.0004,21.61,47.36,522.27,2388.04,8139.74,8.3992,393.0,38.98,23.2988,03/08/2020 14:55,0
1602,11,61,-0.0018,0.0004,21.61,47.09,522.31,2388.0,8138.19,8.4256,392.0,39.05,23.5049,03/08/2020 15:00,0
1603,11,62,0.0017,-0.0004,21.61,47.17,522.26,2388.0,8143.93,8.428395808383232,391.0,38.83,23.35,03/08/2020 15:05,0
1604,11,63,0.0025,0.0003,21.61,47.31,522.02,2388.0,8137.57,8.3898,392.0,39.09,23.4401,03/08/2020 15:10,0
1605,11,64,0.0002,-0.0003,21.61,47.37,522.12,2388.01,8138.86,8.3873,391.0,39.04,23.2613,03/08/2020 15:15,0
1606,11,66,0.0031,0.0002,21.61,47.19,521.764,2387.98,8139.93,8.3816,392.0,39.12,23.4133,03/08/2020 15:25,0
1607,11,68,0.0003,0.0,21.61,47.24,522.27,2388.02,8141.13,8.4065,391.0,38.92,23.3509,03/08/2020 15:35,0
1608,11,70,-0.0006,-0.0004,21.61,47.26,522.12,2388.01,8147.07,8.4101,393.0,38.89,23.3699,03/08/2020 15:45,0
1609,11,71,-0.001,-2.4539877300613493e-05,21.61,47.4,521.88,2388.02,8138.34,8.4211,391.0,39.1,23.4454,03/08/2020 15:50,0
1610,11,72,-0.0039,-0.0002,21.61,47.17,522.0,2388.03,8144.22,8.4049,393.0,38.8,23.3863,03/08/2020 15:55,0
1611,11,73,-0.0036,0.0,21.61,47.19,522.95,2388.03,8141.16,8.3978,392.0,38.94,23.3674,03/08/2020 16:00,0
1612,11,74,-0.0004,-0.0002,21.61,47.44,521.86,2388.03,8144.31,8.412,392.0,38.89,23.5082,03/08/2020 16:05,0
1613,11,75,-0.0013,-0.0004,21.61,47.3,522.08,2388.04,8138.31,8.4128,392.0,38.99,23.3972,03/08/2020 16:10,0
1614,11,77,0.0008,-0.0004,21.61,47.19,522.21,2387.94,8143.32,8.3871,391.0,39.04,23.37,03/08/2020 16:20,0
